Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
1,1,9,14,10,10,0,0,1,0,1,19,6,6,6,11,0,0,6,6,5,12,2,1.000638969724947,0.9930096066766025,1
14,1,6,14,1,10,0,0,1,1,0,22,6,0,0,0,0,0,0,0,0,0,0,-0.011149138175812612,-0.0031141973974444332,0
1,2,12,14,10,8,1,0,1,0,0,19,8,8,3,12,0,0,8,8,7,11,-3,0.8786222608939642,0.42880613840823245,1
17,1,4,5,10,10,0,0,1,1,0,25,17,26,11,11,2,9,12,19,11,11,3,1.013139888467334,1.0076836513186749,1
8,2,7,14,13,11,0,0,1,1,0,21,5,9,2,10,0,0,5,8,0,11,2,0.6093362666207236,0.23276913433492746,0
1,1,6,27,10,4,0,1,1,1,0,18,5,11,2,11,0,0,6,7,3,12,1,0.519981379734626,0.8268954543430209,1
1,3,5,1,10,7,1,0,1,0,0,18,6,7,6,14,0,0,6,6,4,11,0,0.996823373114865,0.8419855977886137,1
1,5,10,27,10,10,0,0,1,0,1,20,6,13,3,11,0,0,6,12,3,11,-3,0.4033775176697969,0.603534863031886,0
14,1,12,14,2,5,0,0,1,0,0,18,8,11,7,11,0,4,8,13,2,11,0,0.8689133089581673,0.4574097637346023,0
8,1,5,3,4,11,0,0,0,1,0,21,6,9,2,15,0,0,6,8,0,13,0,0.3290911085827458,0.3831886590891967,0
14,1,8,24,2,2,0,0,1,1,0,31,5,5,0,0,0,0,5,6,0,0,0,0.028107139497986305,0.007773004068259556,0
4,1,12,14,4,10,1,0,1,0,0,19,14,18,9,13,0,11,8,12,7,14,0,0.8819959107307435,0.8689352347626317,1
1,1,5,1,5,10,1,0,1,0,0,19,6,8,6,13,0,0,6,6,6,14,1,0.9984629924969546,1.0061224657893904,1
4,1,8,28,32,8,0,0,1,1,0,19,5,6,2,11,0,0,5,6,0,13,1,0.611666797588037,0.5911777317993211,0
12,1,3,1,10,2,0,0,1,0,0,19,6,6,6,13,0,0,6,6,6,13,0,1.0046790461060564,0.9965883168954356,1
1,4,10,28,6,8,1,0,1,0,1,18,6,10,6,13,0,0,6,8,6,13,-1,1.0017458493954345,1.004594112143602,1
1,4,10,28,5,17,1,0,1,1,0,20,6,10,6,13,0,0,6,10,5,12,3,1.0010791454651393,0.8452235412479727,1
12,1,3,1,2,11,0,0,1,1,0,22,11,10,7,13,0,2,6,12,2,13,0,0.5468195291524877,0.4325298028086583,0
8,1,15,27,6,5,1,1,1,0,0,19,6,10,6,13,0,0,6,8,5,13,3,0.9952355068999411,1.002086064019412,0
8,6,9,14,1,2,0,0,1,1,0,18,5,12,6,12,0,0,8,10,5,13,0,1.004395761948032,1.0050588254217823,1
1,2,12,28,4,10,1,0,1,1,0,18,8,8,7,11,0,0,8,10,7,12,1,0.8612974600475967,0.8677128153427347,1
12,1,16,14,4,7,0,0,1,0,0,31,7,8,6,15,0,0,7,12,6,15,0,0.9990911264279628,0.8363675581689001,1
1,6,9,28,4,8,1,0,1,1,0,18,5,9,5,11,0,0,5,11,5,12,3,0.9926945591511642,0.8274386976641289,1
8,4,10,1,5,10,0,0,1,1,0,19,5,6,5,13,0,0,5,6,6,15,0,1.0024841970601608,0.9922123648655276,1
1,4,9,14,3,7,1,0,1,0,0,18,6,8,6,12,0,0,6,7,6,12,0,0.8505662744348592,0.8288051496548884,1
1,1,9,14,10,10,1,0,1,0,0,21,5,11,4,11,1,0,5,11,3,11,0,0.6659234463876597,0.26756103556125227,0
14,1,10,28,3,10,0,0,1,0,0,19,6,14,5,12,0,0,6,8,0,11,0,0.17615030382500724,0.3165323440059994,0
1,2,12,1,10,4,1,0,1,1,0,18,7,9,7,12,0,0,8,8,8,13,0,0.872836819372271,0.8737661539885762,1
1,4,14,14,5,8,0,0,1,0,0,18,6,9,6,14,0,0,6,7,6,13,0,1.0085161290197793,0.9923166169546612,1
8,5,14,28,8,10,1,0,1,0,0,22,5,5,5,13,0,0,6,6,5,13,3,1.000337397518595,0.636276507502166,1
12,1,12,1,6,4,0,0,1,0,0,36,11,8,6,13,0,0,7,12,7,14,0,0.8728542403215702,0.8454105034476499,1
12,5,9,3,10,10,1,1,1,0,1,30,5,6,0,13,0,0,5,5,0,11,1,0.8124503703559594,0.3667605933346574,1
1,1,9,27,10,10,1,0,0,1,1,23,4,6,0,0,0,0,0,0,0,0,1,-0.025339471924197325,-0.013653815798077187,1
1,1,12,1,4,2,1,0,1,1,0,19,7,0,0,13,5,0,7,0,0,0,0,0.00354660554268152,0.015577099313641981,0
12,1,9,24,1,10,0,0,1,1,0,40,5,8,3,12,0,0,5,10,0,11,0,0.6338581128112282,0.6319898771668048,0
1,1,9,28,10,10,0,0,1,0,0,19,5,9,4,11,0,0,5,6,5,11,1,0.599819869228815,0.5785054789819303,1
14,1,7,24,10,12,0,0,1,1,0,44,5,6,0,0,0,0,5,5,0,0,1,-0.007753848491927757,-0.007572673114847348,0
12,1,7,24,3,36,0,1,0,0,0,28,5,9,0,0,0,0,5,9,0,0,1,-0.01572810639696548,0.0008432764919849325,0
13,2,6,14,10,10,0,0,1,0,0,19,5,8,3,10,0,0,5,8,3,11,0,0.4603748664617643,0.298818801486869,0
1,5,5,14,10,45,1,0,1,0,0,20,6,14,5,11,0,0,11,14,5,11,0,1.0015921625098816,0.997503064571623,1
8,3,15,28,8,10,0,0,1,0,0,18,6,6,6,16,0,0,6,6,6,12,0,1.0062774692296172,0.9968591262146818,1
1,4,10,3,4,10,1,0,1,1,1,18,6,6,4,12,0,0,6,6,5,14,0,0.9932240344454785,0.9909560576245867,1
1,2,12,14,2,5,1,0,1,0,0,18,8,10,7,11,0,0,8,8,7,13,1,0.8506662479836895,0.5402223448436897,1
12,1,3,27,12,10,0,0,1,0,0,38,6,6,6,14,0,0,6,7,6,14,0,0.9921154037648658,0.9965076569189296,1
8,1,15,14,6,8,1,0,0,0,0,18,5,6,5,12,0,0,5,6,5,13,-1,1.0037957695071205,0.9928035037643689,1
13,1,9,28,10,10,1,0,1,0,0,24,10,16,2,10,2,5,12,11,2,11,0,0.46075406458143153,0.6196240637678804,0
1,4,12,1,5,9,1,0,1,0,0,22,7,8,7,14,0,0,8,7,8,15,0,1.0018940295230687,0.9990073743805205,1
4,1,12,14,3,11,0,0,1,1,0,46,7,14,7,14,0,5,8,9,16,13,1,0.8634522573875915,0.8829267663433906,0
7,1,4,28,10,10,0,0,1,0,0,18,6,7,6,12,0,0,6,7,6,13,0,1.0067001325650484,0.9978510445876246,1
1,0,1,28,10,2,1,0,1,0,0,24,6,15,5,10,2,0,6,20,3,11,-3,0.819252023148981,0.28931549414786295,0
12,1,9,28,10,2,0,0,1,1,0,28,5,11,3,13,0,0,8,10,2,11,0,0.5202487617782027,0.3577852547485237,0
8,2,14,1,10,10,1,1,1,0,0,18,6,6,6,13,0,0,6,7,6,12,0,1.0029474871748485,0.8746437817520155,1
1,1,10,3,10,4,0,0,1,0,0,24,6,7,6,15,0,0,6,9,6,11,3,1.006525062948564,1.0001973998872353,1
14,1,8,3,10,1,0,0,1,1,0,33,11,16,2,10,0,1,5,11,3,13,-3,0.4687518913469051,0.300620372520089,0
1,5,12,1,6,6,1,0,1,1,1,23,6,10,6,13,0,0,8,8,8,13,1,1.0023617575662636,0.9961342159238544,1
1,2,16,14,10,10,1,0,1,0,0,18,6,8,7,12,0,0,6,12,5,12,0,0.8524959697231016,0.8500523524149707,1
8,2,5,28,10,2,1,0,1,1,1,20,6,9,6,12,0,0,6,9,6,12,0,0.8420304747139407,1.0038761527850537,0
12,1,3,27,12,1,0,0,1,1,0,33,5,5,0,0,1,0,5,10,0,0,0,-0.005160734604756044,-0.010380524534917751,0
12,1,13,14,10,8,0,0,1,0,0,21,10,16,10,11,0,0,17,12,6,11,-4,0.8400250000917849,0.8498240767132222,1
8,1,3,27,10,7,0,0,1,0,1,46,6,6,6,16,0,0,6,6,6,13,-1,1.009627590801541,1.0017288375175923,1
8,2,16,10,3,8,0,0,1,0,0,21,6,10,4,11,0,0,6,9,5,11,1,1.004562960721109,0.4537562442780334,1
8,3,16,14,3,9,1,0,1,1,0,18,6,13,2,11,0,0,6,12,3,13,0,0.3853024043540604,0.4938776014699029,0
12,1,3,24,1,1,0,0,1,1,0,25,6,6,0,0,0,0,3,6,0,0,0,0.005828523104585158,-0.01692201618255123,0
1,5,10,1,10,10,1,0,1,0,1,19,6,11,5,12,0,0,6,8,3,11,1,0.853093966124223,0.8288432935601009,1
8,9,14,1,10,9,0,0,1,1,0,19,6,10,2,12,0,0,5,10,3,11,-4,0.9919956969183232,0.9831981303575983,1
8,3,14,14,5,4,1,0,1,0,0,19,6,11,4,11,0,0,5,10,4,12,3,0.9947573811463599,0.31242336516718994,1
1,1,9,1,10,2,0,0,1,0,0,25,5,9,2,10,2,0,5,7,3,11,0,0.46883238882057776,0.39065278692325445,0
12,1,12,14,5,11,0,0,1,1,0,21,7,11,2,14,0,0,8,7,8,14,0,1.0099408909109495,0.4262292956733178,0
1,3,5,28,6,9,1,0,1,0,0,18,6,6,6,13,0,0,6,6,6,13,0,1.0002661548084817,1.0098909543020256,1
14,2,17,28,5,10,0,0,1,1,0,21,10,7,6,15,0,0,6,7,5,12,0,0.9962059401899455,1.000587637513746,1
15,3,14,1,8,12,0,1,1,1,0,26,5,11,4,10,0,0,5,6,3,11,0,0.22661245768197544,0.1495707848724628,0
7,4,9,14,10,11,1,0,1,0,0,25,5,6,0,0,0,0,5,5,0,0,0,0.0034982770728302255,0.01124986556781318,1
14,1,6,1,3,3,1,0,1,1,0,26,5,12,4,11,0,0,5,12,4,10,0,0.2575655851328191,0.3492048450004156,0
1,2,15,28,8,10,1,1,1,0,0,18,6,6,6,11,0,0,6,7,6,11,0,0.6632871352582,1.0083535185907602,1
1,4,14,28,10,10,1,0,1,1,0,19,6,6,5,11,0,0,6,12,5,11,3,1.002596610988778,0.9937930509926239,1
6,1,12,1,4,4,1,1,1,0,0,24,7,7,6,13,0,2,8,9,8,14,0,1.0070813101673184,0.9974723083750251,1
12,1,12,3,1,10,0,0,0,0,0,27,7,12,2,13,0,0,8,10,0,15,0,0.48670602175332256,0.529320431478743,0
14,2,8,14,5,4,1,0,0,1,0,19,5,5,2,13,0,0,6,6,0,0,0,-0.006207592148708291,-0.024612040353419157,0
1,1,12,27,6,10,0,0,1,0,0,20,11,14,17,13,0,12,11,14,11,11,1,0.8618465531822208,0.8620266631785339,1
16,1,4,3,4,3,0,0,1,1,0,25,11,17,10,14,0,5,10,7,8,16,3,0.9951265552346688,1.0090293878767957,1
8,5,6,1,5,10,1,1,1,1,0,19,6,9,0,0,0,0,6,0,0,0,1,0.01619083576305994,0.014235796511588787,0
13,1,7,24,1,4,0,1,1,0,0,25,5,5,0,0,0,0,5,9,0,0,0,-0.018111835777271143,-0.030550341697359786,0
8,1,11,14,4,7,1,0,1,1,0,19,6,10,5,13,0,0,6,12,5,10,1,0.993136426607385,0.45820948439032955,0
12,1,3,27,10,10,0,0,1,0,0,52,5,7,5,11,3,2,5,6,2,13,0,0.8283544004918936,0.2915139092017513,1
9,4,14,14,6,7,0,0,1,0,0,18,5,6,6,13,0,0,5,6,5,14,0,0.9914621258096414,1.0034253302438008,1
1,3,12,1,4,11,1,0,1,1,0,18,7,10,7,11,1,0,6,12,5,10,0,0.6443583945814911,0.6651772604087386,0
1,2,3,14,10,9,0,0,1,0,0,17,5,6,0,0,0,0,5,6,0,0,1,0.020146708734995415,1.003615139234516,1
12,1,12,14,10,10,0,0,1,0,0,21,8,8,5,11,0,0,6,12,7,13,-1,0.8416270788719629,0.8323539817094516,1
1,1,15,14,10,4,1,0,1,0,0,21,6,6,5,11,0,0,6,6,5,13,0,0.9994154004669342,0.996598569664439,1
1,4,6,14,10,9,1,0,1,0,0,20,6,6,0,15,0,0,6,6,0,0,0,-0.00454822356554738,0.004809641682080519,1
1,3,2,1,5,8,1,1,1,1,0,20,0,0,0,0,0,0,0,7,0,0,1,-0.0024534130823864134,-0.02373719124279064,1
14,1,3,14,10,10,1,0,1,1,0,32,11,10,3,13,0,12,11,19,5,13,0,0.8322674201662412,0.6442886615044983,0
15,1,10,14,10,5,0,0,1,0,0,25,6,18,2,10,0,0,6,12,2,10,0,0.3729350203738129,0.3665401537367789,0
1,5,10,27,5,10,1,1,1,0,0,19,6,6,4,11,0,0,6,12,5,11,3,0.9940070721134044,0.414038896144794,1
8,5,5,14,10,10,1,0,1,1,1,18,6,6,5,12,0,0,6,7,5,11,1,0.8584998638094654,1.0012297336242209,1
1,1,10,2,5,5,1,0,1,1,0,19,7,9,6,13,0,0,8,11,6,14,1,1.0022169637714047,0.9959178237900328,1
8,5,2,1,8,11,1,1,1,1,0,21,0,0,0,0,0,0,6,0,0,0,0,-0.015363954769968047,-0.00807331636859086,0
4,1,3,14,7,8,0,0,1,0,0,21,6,7,6,13,0,10,6,19,6,12,3,0.9988294951942562,1.0045645429582657,1
12,1,17,27,10,10,0,0,1,0,0,28,5,6,0,0,4,0,5,5,0,0,-1,-0.01141767314827987,-0.033508485314686094,0
1,2,3,28,7,10,0,0,0,0,1,19,6,8,5,13,0,0,6,10,5,13,0,0.6608719481440044,0.8395232317927873,0
1,2,2,14,9,10,1,0,1,1,0,18,0,1,0,0,0,0,0,0,0,0,-3,-0.03965759344247792,-0.004998743629344399,0
12,1,6,24,1,5,0,0,1,0,0,40,6,10,0,14,0,0,6,7,0,13,0,0.81720657831545,-0.016138538607672274,0
1,3,9,1,10,8,1,0,1,1,0,19,6,6,6,13,0,0,6,6,6,13,3,1.0032407221619968,1.0026836406365154,1
1,3,12,27,4,8,0,0,1,0,0,26,6,6,6,12,0,0,5,7,5,14,2,1.002122877264101,0.9924550339407463,0
13,6,11,2,10,6,1,0,1,1,0,19,8,10,3,11,0,0,7,11,2,11,3,0.6771573008111405,0.37856847293548845,0
9,4,6,27,10,10,1,0,1,0,0,35,5,6,0,0,0,0,5,6,0,0,0,-0.025613870082659546,-0.01966031698859613,0
1,1,16,28,10,8,1,1,1,0,0,23,8,9,5,12,0,0,8,13,5,11,0,0.8258535884831115,0.8455019590813697,0
1,3,10,28,10,10,1,0,1,0,0,19,6,8,6,11,0,0,6,8,6,13,1,1.0019421925393346,0.8532400042211826,1
8,1,8,3,4,3,0,0,1,1,0,18,6,10,6,13,0,0,6,8,5,14,0,1.001368697478399,0.9929426382907997,1
12,2,6,27,1,1,0,1,1,1,0,26,5,6,4,0,0,0,5,5,0,0,0,0.07056631543550351,-0.0009948815239463702,0
14,1,2,1,29,4,1,0,1,1,0,23,5,6,6,14,0,0,11,6,6,15,3,1.0011392736888205,0.9949170330499012,1
1,1,15,28,10,10,1,0,1,0,1,19,6,6,6,12,0,0,6,6,6,13,0,1.0073760552343347,1.006110673186479,1
1,4,5,1,20,11,0,0,1,0,1,19,6,6,6,12,0,0,6,6,6,13,-4,1.0028120400065355,0.9866846934313004,1
1,2,14,14,10,9,1,0,1,0,1,19,6,13,5,10,0,0,6,10,5,11,0,0.8370503336170164,0.6182443017967183,0
8,4,6,1,10,10,1,0,1,0,1,18,6,9,6,12,0,0,6,7,6,13,2,1.0068137895368112,0.843647518759668,1
1,3,12,14,3,11,1,0,1,0,0,18,8,9,7,15,0,0,8,8,8,13,1,1.0007128172375175,0.8572254110892059,1
13,1,3,24,12,10,0,1,1,1,0,40,5,6,0,0,3,0,5,5,0,0,1,-0.0231984605278167,0.022710890122862676,0
12,1,17,14,10,10,0,1,1,0,0,25,5,6,0,0,0,0,5,6,0,0,0,-0.010985808573377774,0.009581864821853001,1
1,2,15,28,10,10,1,0,1,0,0,21,6,6,6,13,0,0,6,6,6,13,0,0.9987492794957202,1.0065371392619662,1
1,4,2,28,6,11,1,0,1,0,0,18,0,0,0,0,0,0,6,1,0,0,0,-0.006765745323570167,-0.005394079182849625,0
17,1,13,1,6,3,1,1,1,0,0,35,16,24,15,13,0,10,13,16,11,13,-4,1.0119742282981183,0.9989872075637648,1
1,1,5,14,28,4,1,0,1,0,0,21,11,17,11,13,0,6,10,11,10,13,0,1.002439992500715,0.992139008452091,1
1,4,12,1,5,6,1,0,1,0,0,18,7,7,7,13,0,0,8,8,8,13,1,1.0093816105645415,0.9975324562904299,1
15,1,10,14,3,4,0,0,1,0,0,34,6,7,6,15,0,0,6,7,6,12,2,0.47438082501058526,0.9941248930657974,0
1,3,11,27,6,10,1,0,1,1,0,20,6,12,3,12,0,0,6,13,5,10,-3,0.6284450233232504,0.48952398315562257,0
1,1,12,14,6,8,0,1,1,0,0,20,7,10,7,13,0,0,8,11,7,13,0,0.8746976800992521,0.8629471812162117,1
1,4,9,27,10,10,1,0,1,1,0,19,5,14,5,10,0,0,5,10,3,11,2,0.6771753054000792,0.626599009076222,0
8,1,14,27,10,10,1,0,1,0,0,19,6,12,5,11,0,0,6,9,5,12,0,0.5256141164082686,0.6553795493307929,0
1,3,9,1,10,5,1,0,1,0,0,18,5,7,5,12,0,0,5,7,5,12,0,0.8402170027690308,0.9955753632708775,1
14,1,14,14,10,3,0,0,1,0,0,35,10,23,10,13,0,8,11,16,5,11,0,0.865662144995959,1.0081597205361765,1
9,2,9,27,12,10,0,0,1,1,0,24,5,9,5,10,3,0,5,7,5,11,3,0.6168261410403736,0.2705076635076704,1
8,5,9,14,1,12,1,1,1,1,0,24,5,11,0,0,0,0,5,5,0,10,0,-0.025296602865661367,-0.013851157667409405,0
12,1,12,14,10,10,0,0,1,0,0,23,7,10,7,14,0,0,8,8,8,13,1,1.0034172469153302,1.0077973265927334,1
4,1,12,3,2,4,0,0,1,1,0,28,7,10,7,13,6,4,8,12,8,14,0,0.546843930848779,0.5406293639453678,0
13,1,5,5,6,11,0,1,1,1,0,33,11,16,16,10,5,4,11,12,12,12,0,0.5365256532519602,0.3447522845801888,0
8,2,3,14,6,5,1,1,1,1,0,18,0,0,0,0,0,0,6,1,0,0,0,-0.01696766085085594,-0.002220148533959625,0
1,3,15,14,10,9,1,0,1,0,0,18,6,6,5,13,0,0,6,6,5,13,1,1.0023994459177905,1.0087414116925626,1
8,3,14,28,4,10,1,0,1,0,0,20,6,6,6,13,0,0,6,10,6,13,0,0.9971423547078176,1.0032580178696238,1
16,2,14,1,1,8,0,0,1,0,0,23,6,8,3,11,0,0,6,10,4,12,-3,0.9962732365153462,0.7914167218149407,0
15,1,3,28,10,8,0,0,1,0,0,40,6,7,6,13,0,0,6,6,6,14,0,1.0049600700925632,0.8308106909659334,1
8,4,12,14,4,7,1,0,1,0,0,18,8,10,7,14,0,0,8,8,8,14,1,0.9992883620546593,0.8633765479283365,1
12,1,17,3,10,6,0,0,1,1,0,38,5,13,5,11,0,0,6,11,5,11,0,0.6069959058237092,0.8337837583203469,0
14,1,5,27,10,10,1,0,1,0,0,21,6,13,17,11,0,1,10,11,5,11,-4,0.8172094865193673,0.8326544062594144,0
1,5,5,14,5,4,1,0,1,0,0,18,6,7,6,16,0,0,6,7,6,13,3,1.0038874455174414,0.990677127820669,1
1,6,12,14,10,10,1,0,1,1,0,19,8,7,7,12,0,0,8,8,7,14,0,0.862927859751232,0.8421493646729029,1
1,5,10,14,10,10,1,0,1,0,0,29,6,11,5,11,0,0,6,8,5,11,1,0.8529122134773203,0.8369882823654818,1
1,1,12,1,4,2,0,0,1,1,0,18,7,10,6,14,0,0,8,9,5,14,0,1.0062493329437505,1.0081945837879027,1
12,1,8,14,12,8,0,0,1,1,0,52,6,14,3,0,0,0,6,9,0,11,0,0.38800769431994697,0.6245698241024029,0
13,5,12,14,10,2,1,1,1,0,1,18,7,9,7,11,0,0,8,11,8,12,3,0.8650573254233551,0.8566446711421001,1
1,5,12,1,4,6,0,0,1,0,1,18,8,9,7,13,0,0,8,8,7,13,-1,0.8543758206177456,0.8546234408185367,1
12,1,6,27,10,8,0,1,0,0,0,26,5,14,3,10,0,1,5,10,0,0,-4,0.40053474655623167,-0.013294437473100999,0
12,1,8,3,3,5,0,0,1,1,0,48,6,10,6,11,0,0,6,9,5,13,0,0.6520124075297068,0.8304787485786232,0
14,1,9,24,10,8,0,0,1,1,0,31,5,7,0,0,1,0,5,5,0,0,0,-0.027487788590366165,-0.01642100973618748,0
1,3,15,14,5,5,1,0,1,0,0,18,6,7,6,13,0,0,6,6,6,14,0,1.0100099512143925,1.0072409235534285,1
1,1,12,3,15,8,0,1,1,0,0,19,7,7,7,11,0,0,8,7,8,14,0,1.0053321199872105,0.8372489624181899,1
8,1,15,28,10,8,0,0,1,0,1,19,6,10,5,12,0,0,6,11,6,11,0,0.8378947303719642,0.8513993627272365,1
8,1,8,1,4,2,0,1,1,1,0,23,5,12,2,11,0,0,5,11,4,13,0,0.8348396361546414,0.4560261362416661,0
8,1,7,23,4,12,0,0,1,1,0,20,5,5,0,0,0,0,5,5,0,0,0,-0.0011249588173584495,-0.01854049831936772,0
14,1,6,14,5,7,0,0,1,0,0,19,14,17,14,12,2,9,12,12,11,12,-1,0.6620525902224745,0.42873200676190015,0
8,1,9,27,10,8,1,0,1,0,0,19,5,12,4,10,0,0,5,12,2,10,1,0.43194051892464086,0.2778048137165716,0
12,1,4,1,1,8,0,0,1,1,0,41,6,14,2,11,0,0,6,12,5,12,0,0.45957593325049517,0.3681525540613952,0
12,1,9,27,5,10,0,0,1,1,0,40,5,9,4,11,0,0,5,8,3,11,-3,0.657045266092392,0.8254647021528931,0
8,1,10,28,10,10,0,0,1,0,1,20,6,12,5,11,0,0,6,10,3,11,-3,0.8246054893508903,0.835099495207897,1
1,5,6,27,10,10,1,1,1,0,0,20,6,12,5,12,0,0,6,12,5,12,3,0.841235316240105,0.6428672540246809,1
1,1,11,28,6,7,1,0,1,0,0,21,5,10,3,10,0,0,5,10,2,13,1,0.8399940092913426,0.3939848191992163,0
8,1,12,1,4,6,0,1,1,1,0,31,7,7,7,14,0,0,8,9,8,15,0,0.8493678601489382,0.8728508203984967,1
1,1,3,28,5,10,0,0,1,0,0,30,6,16,13,11,0,11,12,13,2,12,1,0.8421666740353786,0.5388003624994797,0
12,1,15,3,5,1,0,0,1,1,0,25,6,7,0,0,0,0,6,7,0,0,0,0.4448076075913239,0.42163210270533613,0
14,1,6,28,10,1,1,0,1,0,0,27,5,20,5,10,0,0,5,6,3,16,-1,0.5143556696657808,0.8253865294653947,0
1,2,9,14,10,10,1,0,1,0,1,41,5,6,5,10,0,0,5,6,5,11,0,1.0050872891172156,0.8399079181152775,1
15,2,3,28,8,9,1,1,0,0,0,24,6,13,4,14,0,0,6,14,4,11,-4,0.5226858215604532,0.3889447608443793,1
8,2,12,14,5,2,1,1,1,1,0,21,7,9,7,13,0,0,7,8,3,13,2,0.8497043772094115,0.865092608368558,0
1,1,17,28,6,8,0,1,1,0,0,33,5,10,5,15,0,0,5,5,5,13,3,0.998935889790952,1.0116381182309715,1
1,3,11,14,10,10,1,0,1,0,0,20,6,6,6,13,0,0,6,6,6,12,3,1.0068507576570247,1.0020141965981206,1
12,1,3,27,10,10,0,0,1,0,0,44,14,9,5,11,0,1,7,9,5,11,0,0.8716309750292583,0.8393389710776408,1
8,1,3,27,10,8,0,0,1,1,0,35,5,9,0,0,0,0,5,5,0,0,0,0.0143455938205282,0.014218119076736476,1
1,3,12,14,4,10,1,1,1,0,0,20,7,6,6,14,0,0,7,6,8,13,1,1.006721722100138,0.9992000102691565,1
14,1,2,28,6,4,0,1,1,1,0,22,6,10,6,14,0,2,7,7,6,13,0,1.0053923081875102,0.995003319003171,1
8,1,6,14,1,5,0,0,1,1,0,22,6,8,2,10,0,0,6,9,2,10,1,0.418875757670441,0.33587258489795513,0
12,1,8,27,1,1,0,0,1,0,0,37,4,6,0,0,0,0,5,7,0,0,0,-0.0015137387237542817,0.006166982915693412,0
1,1,17,3,5,7,0,0,1,1,0,33,11,24,10,11,1,10,10,20,11,13,-4,0.5760835063866747,0.4672820541992937,0
8,1,14,5,1,4,1,0,1,1,0,24,6,13,4,13,2,0,6,6,0,0,-4,0.9908692763024516,-0.014713257944317278,0
4,1,12,28,6,7,0,0,0,1,0,20,7,12,7,13,0,0,7,12,8,13,2,0.8552240800834694,0.8134594105348192,0
8,4,15,14,10,10,0,0,1,0,0,18,6,6,6,12,0,0,6,7,5,11,1,0.8431494037255398,0.9999508736609379,1
1,1,9,1,8,6,0,0,1,0,0,19,5,9,4,13,0,0,5,6,4,12,0,1.002778598477363,0.9940112212451417,1
1,1,10,14,10,10,1,0,1,0,0,19,6,8,6,14,0,0,6,7,6,11,3,1.001973578482951,1.0044509129621542,1
12,5,10,28,10,10,1,0,1,0,1,23,6,6,5,15,0,0,6,6,0,13,0,0.9979534476121258,0.9953335391281941,1
8,6,9,14,3,8,1,0,1,1,0,23,7,9,3,12,0,0,5,10,2,13,3,0.4482839216596511,0.34313848635872524,0
12,1,5,14,10,10,1,0,1,0,0,21,7,14,10,13,0,0,11,8,7,11,0,0.8522157178251879,0.8390403446693364,1
1,1,17,27,10,10,0,0,1,0,1,25,5,9,5,12,0,0,5,10,5,11,1,0.8319086245471131,0.8523522923654011,1
13,1,16,3,1,1,0,0,1,0,0,30,6,18,2,11,1,0,13,15,2,10,-3,0.4694107297844446,0.6505564934946392,0
1,1,7,3,5,11,0,1,1,0,0,18,10,12,5,12,1,0,5,12,5,14,0,0.4427811889544832,0.6290787376633229,0
12,1,5,14,15,3,1,0,1,0,0,31,11,19,10,13,0,4,11,12,8,14,0,0.8421893262174533,0.858818932771081,0
1,4,10,1,10,10,1,0,0,0,0,19,6,6,6,13,0,0,6,8,6,13,3,1.0011566728802492,1.0015972275720058,1
13,1,3,14,10,8,0,0,1,0,0,42,6,9,2,0,0,1,7,7,0,0,0,0.5246396859381182,0.021351256139240743,0
1,1,6,27,10,10,1,1,0,1,0,18,5,12,2,10,0,0,6,12,2,10,0,0.6004335058570783,0.35816930979549944,0
12,1,12,14,10,10,0,0,1,0,0,29,7,9,7,14,0,0,8,8,5,13,-4,0.8363961604102254,0.8593501708751374,0
1,1,9,28,10,4,0,1,1,1,0,31,5,12,4,10,0,0,5,8,2,13,1,0.8211873015828689,0.3604171591740411,0
1,1,12,28,6,8,1,0,1,1,0,20,8,9,7,12,0,0,8,8,7,13,0,0.8680442770400884,0.8833585978947651,1
12,3,12,1,3,11,0,0,1,1,0,25,6,10,6,14,0,0,6,9,5,13,-4,1.0045721211897867,1.0045080621728522,1
1,1,6,28,24,10,1,0,1,0,0,19,5,8,3,10,0,0,6,12,3,11,-3,0.45316105094339043,0.396842626873399,0
12,1,6,24,1,1,0,0,1,1,0,25,3,0,0,0,0,0,0,0,0,0,0,0.011142189105980546,0.009121729136519971,0
15,1,16,28,3,3,1,1,1,1,0,20,6,10,6,15,0,0,6,11,6,13,-4,0.9945694463319218,0.9948142743655939,0
8,3,15,28,10,10,1,0,1,0,1,18,6,6,6,11,0,0,6,6,6,12,3,1.0098155553056851,1.0091199222828502,1
8,1,5,28,5,5,1,0,1,0,0,20,6,9,5,13,0,0,6,10,5,13,3,0.9938432559192316,0.6625214860736323,0
5,2,6,14,29,10,0,0,1,0,0,25,6,6,4,16,0,0,6,5,0,11,1,0.8418283311428886,0.8402465419775538,1
1,1,15,28,6,6,1,0,1,0,0,19,6,0,6,0,0,0,6,0,0,0,3,-0.0083248276057157,-0.019358463738164258,0
