Course,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target_Graduate
17,1,1,0,33,5,11,2,12,5,9,2,11,0
2,0,1,0,21,12,12,12,13,11,16,11,13,1
4,1,0,0,25,6,17,2,14,6,13,0,0,0
6,0,1,1,20,6,10,4,13,6,8,0,0,0
6,0,1,1,22,7,11,5,12,8,14,5,14,0
15,0,1,0,39,6,10,4,11,6,6,6,11,1
14,0,1,1,21,6,8,6,15,6,7,6,14,1
11,0,1,1,19,6,8,6,11,6,7,4,13,1
12,0,1,1,26,7,8,6,10,7,8,6,10,1
10,0,1,1,19,6,8,4,10,6,11,5,11,1
6,0,0,1,20,12,15,11,13,9,13,7,14,1
14,0,1,1,25,6,8,6,11,6,10,5,12,0
3,0,1,0,24,6,13,0,0,6,6,0,0,0
7,0,1,0,20,5,7,4,13,5,9,5,14,1
4,0,1,0,29,6,9,6,16,6,7,6,13,1
15,0,1,0,20,6,8,6,11,6,8,6,11,1
8,0,1,0,20,6,15,4,10,6,12,2,10,0
14,0,1,1,24,6,10,4,11,6,8,5,13,1
12,1,1,0,24,7,21,0,0,7,7,0,0,0
7,0,1,0,23,5,5,5,13,5,7,5,14,1
13,0,1,0,20,7,8,7,13,8,8,8,14,1
14,0,1,0,19,6,8,6,13,6,8,5,13,1
4,0,1,0,28,6,12,5,12,6,10,6,12,0
4,0,1,1,20,6,9,6,13,6,9,5,12,1
5,0,1,0,18,6,6,6,14,6,7,6,13,1
14,1,1,0,20,6,10,1,12,6,0,0,0,0
17,0,1,0,33,5,5,5,14,5,6,5,13,1
12,0,1,0,35,7,11,5,13,7,9,5,10,0
12,0,1,0,27,8,12,7,12,8,12,7,12,0
15,0,0,0,19,6,12,3,11,6,12,3,12,0
17,0,1,1,31,5,13,4,10,5,10,4,10,0
2,0,1,0,19,0,0,0,0,0,0,0,0,1
5,0,1,0,22,13,13,13,14,12,13,12,13,1
12,0,1,0,39,7,0,0,0,8,0,0,0,0
11,0,0,0,22,1,1,0,0,6,0,0,0,0
17,0,1,0,47,5,8,4,10,5,8,4,12,0
2,0,1,1,19,0,0,0,0,0,0,0,0,1
11,0,1,0,19,6,6,6,13,6,6,6,14,1
12,0,1,0,19,7,0,0,0,8,0,0,0,0
2,0,1,1,21,17,18,17,13,17,18,17,14,1
12,0,0,0,39,7,0,0,0,8,0,0,0,0
2,0,1,0,19,12,12,12,13,11,12,11,13,1
2,0,1,1,20,0,0,0,0,0,0,0,0,0
9,1,0,0,24,5,5,0,0,5,5,0,0,0
17,0,1,0,27,5,9,1,10,5,5,0,0,0
17,0,1,0,29,5,5,5,15,5,5,5,15,1
6,0,1,0,20,6,12,4,12,6,17,0,0,0
14,0,1,0,21,5,7,5,11,5,5,4,11,0
2,0,1,0,18,0,0,0,0,0,0,0,0,0
12,0,1,0,19,8,9,7,12,8,9,7,12,1
15,1,0,0,19,6,6,6,12,6,10,4,12,0
7,0,1,1,28,5,12,3,10,5,10,3,12,1
11,0,0,0,21,6,6,6,11,6,10,4,13,1
12,1,0,0,23,8,11,7,11,8,11,7,11,0
4,0,1,0,39,6,15,2,13,6,13,3,13,0
12,0,1,0,18,7,7,6,13,7,7,6,13,1
15,0,1,0,59,6,8,6,12,6,7,4,11,1
7,1,1,0,30,5,6,4,14,5,10,3,16,0
6,0,1,0,18,5,7,5,14,5,5,5,13,1
17,0,1,0,41,6,10,4,12,7,9,6,12,0
12,0,1,0,27,7,14,0,0,7,14,0,0,0
10,0,1,1,18,6,6,6,12,6,6,6,12,1
16,1,0,0,20,6,14,2,12,6,14,3,11,0
7,0,0,0,32,5,6,0,0,5,5,0,0,0
9,0,1,0,19,5,5,3,11,5,10,4,10,0
16,0,1,0,41,6,0,0,0,6,0,0,0,0
3,0,1,0,38,5,12,1,10,5,10,0,0,0
8,0,1,0,35,7,8,0,0,6,9,0,0,0
3,0,1,0,27,6,11,4,12,6,16,3,12,0
5,0,1,0,19,6,10,4,12,6,6,6,12,1
15,0,0,0,18,6,7,5,12,6,6,5,11,0
17,0,0,0,39,5,5,0,0,5,5,0,0,0
11,0,0,0,37,5,5,0,0,5,10,0,0,0
12,0,0,0,37,8,8,0,0,8,8,0,0,0
3,0,1,1,35,16,16,16,12,13,13,13,12,1
9,0,1,0,49,13,22,10,10,9,18,6,10,1
9,0,1,0,52,15,26,14,10,12,16,12,10,1
6,0,1,0,18,5,10,5,14,5,8,5,13,1
3,0,1,1,30,7,7,6,14,6,7,6,14,1
12,0,1,0,21,7,7,7,12,8,8,8,14,1
7,0,1,0,20,5,5,0,0,5,0,0,0,0
9,1,1,0,18,5,9,0,0,5,5,0,0,0
2,0,1,0,19,0,0,0,0,0,0,0,0,0
12,0,1,0,18,8,8,8,13,8,8,8,13,1
1,0,1,0,20,7,10,7,12,7,7,4,12,0
8,0,1,0,21,6,12,5,13,6,10,4,14,0
9,0,1,1,22,5,6,3,14,5,8,5,12,1
8,1,0,0,20,6,11,3,12,6,11,2,11,0
6,0,1,0,20,6,9,6,13,6,8,4,14,0
10,0,1,1,19,6,8,6,13,6,7,6,12,1
12,0,1,1,18,7,8,7,14,8,9,8,15,1
9,0,1,0,21,5,9,4,10,5,6,5,11,1
13,1,1,0,19,7,11,0,0,7,11,2,11,0
8,0,1,0,37,6,0,0,0,6,0,0,0,0
3,0,1,0,45,12,14,12,14,7,12,7,13,0
4,1,0,0,38,6,8,0,0,6,10,0,0,0
17,0,0,0,55,5,5,0,0,5,5,0,0,0
4,1,0,0,28,6,17,5,13,6,11,4,11,0
17,0,1,0,46,8,12,8,12,9,11,5,12,1
2,0,1,0,22,0,0,0,0,0,0,0,0,1
14,0,1,0,46,6,10,5,11,6,9,4,13,0
17,0,1,0,28,5,9,4,11,5,7,4,13,0
6,1,0,0,18,5,7,3,13,5,8,3,12,0
2,0,1,1,18,0,0,0,0,0,0,0,0,0
15,0,1,1,21,6,6,6,13,6,6,6,14,1
5,0,1,0,18,6,11,1,11,6,11,4,11,0
17,0,1,0,34,5,9,0,0,5,10,1,11,0
16,0,1,1,21,6,9,5,12,6,8,5,11,0
15,0,1,1,18,6,8,5,13,6,7,6,13,1
2,0,1,0,20,0,0,0,0,0,0,0,0,1
9,0,1,0,18,5,8,4,12,5,8,4,12,0
7,0,1,0,21,5,10,5,11,5,10,3,10,0
11,0,1,0,19,6,13,2,10,6,11,1,12,0
3,0,1,0,22,6,7,6,12,6,6,6,12,1
4,0,1,0,23,6,6,1,11,6,8,0,0,0
2,0,1,0,19,0,0,0,0,0,0,0,0,0
9,0,1,0,18,5,6,4,11,5,12,2,10,0
2,1,0,1,19,0,0,0,0,0,0,0,0,0
9,0,1,0,19,5,10,2,10,5,5,4,11,0
14,0,1,0,19,5,8,4,12,5,6,4,11,0
12,0,1,0,22,7,9,6,12,8,12,6,12,0
15,0,1,1,18,6,7,6,15,6,7,6,16,1
10,0,1,0,18,6,10,4,12,6,7,5,11,0
15,1,1,0,19,6,6,4,11,6,6,3,11,0
2,0,1,0,18,0,0,0,0,0,0,0,0,1
14,0,1,0,21,6,10,6,12,6,11,4,14,0
11,0,1,0,18,6,12,5,11,6,11,3,10,0
4,0,1,0,19,6,8,6,12,6,11,5,13,1
4,1,0,0,27,6,11,2,11,6,7,0,0,0
4,1,1,0,20,12,16,11,12,10,12,8,11,0
11,0,1,0,20,6,10,4,13,6,6,6,13,1
12,0,1,0,18,8,9,8,12,8,9,8,12,1
15,0,1,0,18,6,6,6,12,6,7,5,13,0
5,0,1,0,18,6,7,6,12,6,7,6,12,1
9,0,1,0,18,5,10,3,10,5,11,2,12,0
6,0,1,0,18,5,11,5,13,5,7,5,12,0
12,0,1,0,18,7,11,6,11,8,12,8,12,1
3,0,0,0,37,5,9,0,0,5,5,0,0,0
3,0,1,1,36,6,6,6,11,6,6,6,11,1
6,0,1,0,26,6,21,3,12,6,15,2,11,0
6,0,1,0,19,5,9,4,13,5,8,4,14,1
3,0,1,0,24,6,8,5,11,6,8,5,11,0
15,0,1,1,19,6,8,6,13,6,6,6,13,0
14,0,1,1,20,7,10,6,12,8,8,5,11,1
14,0,1,0,19,6,8,6,14,6,10,5,14,1
6,0,1,0,21,5,10,3,11,5,5,5,13,1
13,0,0,0,50,7,18,6,10,7,14,4,11,0
13,0,1,0,47,7,16,6,12,7,15,4,11,0
16,0,1,0,24,13,17,10,11,13,18,9,10,0
17,0,0,0,48,5,5,1,10,5,5,0,0,0
6,0,1,1,18,6,7,6,15,6,17,5,12,1
17,0,1,0,32,6,9,4,12,7,7,4,11,0
14,0,0,0,20,5,6,3,12,5,5,4,12,0
7,1,1,0,24,5,11,0,0,5,5,0,0,0
8,0,1,0,53,5,9,4,12,5,8,4,11,1
15,1,0,0,42,4,5,0,0,4,4,0,0,0
17,0,1,0,52,5,5,5,13,5,5,5,14,1
3,0,1,0,54,13,14,13,13,11,12,11,12,0
17,0,1,0,49,5,6,5,12,5,9,5,11,1
14,0,1,1,18,6,7,6,12,6,7,6,13,1
8,0,1,0,37,5,12,3,12,5,8,4,13,1
12,0,1,1,21,7,9,6,13,8,10,7,11,1
14,1,1,0,26,5,5,0,0,5,5,0,0,0
5,0,1,0,20,12,12,11,14,12,12,11,14,1
12,0,1,1,19,7,9,7,12,8,9,8,12,1
5,0,1,0,18,6,7,6,14,6,7,6,14,1
12,0,1,0,18,7,7,7,13,8,9,8,14,1
3,0,1,0,20,6,8,5,12,6,8,6,11,1
11,0,1,0,20,5,5,5,11,6,11,1,11,0
2,0,1,0,21,0,0,0,0,0,0,0,0,0
2,0,1,0,22,12,12,12,12,11,16,11,14,1
12,0,1,1,18,7,8,7,13,8,8,8,14,1
12,0,1,0,18,7,10,7,12,8,15,7,12,0
12,0,1,1,19,8,8,7,14,8,8,7,14,1
12,0,1,0,19,8,8,7,14,8,8,7,14,0
12,0,1,0,18,8,8,7,14,8,8,7,14,1
17,0,1,0,27,5,5,5,15,5,6,5,14,0
13,0,1,1,20,7,7,7,13,8,8,8,15,1
16,0,1,0,20,6,6,6,13,6,6,0,0,0
6,0,1,0,20,5,11,5,12,5,7,5,12,1
9,0,1,0,19,5,6,5,13,5,6,5,13,1
6,0,1,0,20,5,7,4,11,5,9,2,10,0
2,0,1,1,20,0,0,0,0,0,0,0,0,1
2,0,1,0,20,0,0,0,0,0,0,0,0,0
6,0,1,0,27,12,17,11,14,9,10,7,14,1
6,0,1,0,18,6,7,6,16,6,6,6,15,1
12,0,1,0,18,7,10,7,15,8,8,8,15,1
12,0,1,1,18,7,7,7,13,8,8,8,15,1
6,0,1,0,20,5,8,5,14,5,6,4,11,1
15,0,1,0,19,6,7,6,14,6,7,5,15,0
10,0,1,1,20,6,9,6,11,6,6,6,12,1
12,0,1,0,18,8,8,8,13,8,8,8,13,1
5,1,0,0,22,7,9,5,11,9,9,5,10,0
3,1,1,1,22,6,7,4,12,6,8,5,13,1
17,0,1,0,25,5,12,4,12,5,10,4,11,0
6,0,1,0,19,6,13,6,15,6,9,6,14,1
8,0,0,0,21,6,12,5,13,6,10,4,12,0
12,0,1,0,27,7,7,7,14,8,9,8,14,1
12,0,1,0,18,7,7,6,12,7,7,6,12,1
11,0,0,0,18,5,5,5,10,6,13,0,0,0
13,0,1,0,19,7,0,0,0,7,0,0,0,0
17,0,1,1,35,5,10,4,10,5,6,5,12,1
6,0,1,0,23,5,6,4,14,5,6,5,13,1
12,0,1,0,28,7,11,3,11,7,17,0,0,0
7,0,1,0,19,5,10,3,10,5,9,2,14,0
15,0,1,0,19,6,11,4,12,6,10,3,12,0
14,1,1,0,20,5,5,4,12,5,6,5,11,0
14,0,1,0,21,5,7,3,11,5,5,4,12,0
5,0,1,0,18,6,6,6,14,6,8,5,13,1
5,0,1,0,22,6,6,6,14,6,6,6,15,1
6,0,1,0,21,5,11,0,0,5,10,5,12,1
13,1,0,0,38,7,8,3,12,5,5,0,0,0
2,0,1,0,20,0,0,0,0,0,0,0,0,0
2,0,1,0,19,0,0,0,0,0,0,0,0,0
7,0,1,0,24,5,0,0,0,5,0,0,0,0
5,0,0,0,19,6,0,0,0,6,0,0,0,0
12,0,1,1,19,7,7,7,13,8,9,8,14,1
9,0,1,0,19,5,7,5,11,5,8,4,12,0
7,0,1,0,31,5,0,0,0,5,0,0,0,0
14,0,1,1,19,6,6,6,13,6,7,6,13,1
5,0,1,0,22,6,7,5,11,6,6,6,12,1
6,0,1,0,25,5,5,0,0,5,5,0,0,0
12,0,1,0,18,7,7,7,16,8,9,0,0,0
12,0,1,0,30,8,8,0,0,8,8,0,0,0
12,0,1,1,18,8,8,8,15,8,8,8,15,1
15,0,1,0,18,6,6,6,13,6,6,6,14,1
15,0,1,0,18,6,0,0,0,6,0,0,0,0
10,0,1,0,18,6,8,6,12,6,7,6,11,1
14,0,1,1,25,6,8,6,12,6,6,6,13,1
7,0,1,0,18,5,10,2,14,5,7,3,11,0
2,0,1,0,18,0,0,0,0,0,0,0,0,0
9,0,1,0,19,5,5,4,10,5,6,4,12,0
13,0,1,0,25,7,14,4,12,7,11,4,13,0
12,0,1,0,19,7,7,6,12,7,7,6,12,1
17,0,1,0,31,6,12,4,12,7,9,7,12,0
12,0,1,1,20,8,8,8,13,8,8,8,13,1
12,0,0,0,33,7,10,5,12,6,7,5,11,0
6,1,0,0,24,6,11,4,12,6,18,2,11,0
10,0,1,1,18,6,8,6,12,6,10,6,12,1
12,0,1,0,19,8,8,8,13,8,8,8,13,1
12,0,1,1,20,7,10,7,14,8,14,6,13,1
12,0,1,1,33,8,16,1,10,8,16,1,10,0
7,0,1,0,24,5,9,0,0,5,8,2,14,0
17,0,1,0,24,5,7,0,0,5,7,0,0,0
6,0,1,0,18,5,6,5,12,5,8,5,12,1
11,0,1,1,18,6,8,6,10,6,9,5,11,1
6,0,1,0,22,12,19,11,14,12,20,12,15,1
15,0,1,1,18,6,9,6,11,6,11,5,12,1
2,0,1,0,21,17,20,17,12,17,18,17,12,1
17,0,1,0,38,5,11,3,11,5,9,4,12,0
10,0,1,1,29,16,17,16,12,13,14,13,13,1
8,0,1,1,20,6,11,4,12,6,9,4,10,0
11,0,0,0,18,6,0,0,0,6,0,0,0,0
17,0,1,0,37,12,13,12,12,13,13,13,12,1
9,0,1,0,20,5,7,5,11,5,5,5,12,1
8,0,0,0,20,5,7,4,13,5,11,3,12,0
7,1,1,0,40,5,11,3,10,5,5,2,12,0
3,0,1,0,44,11,21,9,12,11,16,9,11,0
9,0,0,0,21,5,7,2,11,5,9,3,11,0
5,0,1,0,21,7,10,6,13,9,9,8,13,1
12,0,1,0,18,8,10,8,13,8,10,8,13,1
12,0,1,0,18,7,10,6,12,8,9,7,13,0
4,0,1,0,27,6,6,6,14,6,7,6,13,1
5,0,0,0,38,6,6,0,0,6,8,0,0,0
8,0,1,0,18,6,11,5,13,6,13,3,12,0
11,0,1,0,19,6,7,5,12,6,12,2,12,0
8,0,1,0,18,6,8,6,13,6,7,5,13,0
15,1,0,0,19,6,10,3,11,6,11,2,10,0
14,1,0,0,44,6,9,1,14,6,6,0,0,0
6,0,1,0,26,6,20,4,12,6,16,3,10,0
8,1,0,0,24,6,11,5,11,6,11,4,11,0
4,0,0,0,27,6,6,0,0,6,8,0,0,0
4,1,0,0,27,6,0,0,0,6,0,0,0,0
5,0,1,0,25,17,18,13,11,15,15,10,12,0
4,0,1,0,21,9,14,7,11,8,15,4,12,0
2,0,1,1,19,0,0,0,0,0,0,0,0,1
5,0,1,0,20,6,7,5,11,6,9,4,12,0
7,0,1,0,20,5,16,0,0,5,12,2,10,0
7,1,0,0,20,5,5,0,0,5,5,0,0,0
7,0,0,1,18,5,5,5,14,5,5,5,14,0
2,1,1,0,19,12,12,10,12,11,16,10,12,0
8,0,0,0,22,6,10,3,12,6,7,0,0,0
14,0,1,0,19,6,7,6,14,6,8,6,15,1
12,0,1,1,18,7,7,7,13,8,9,7,12,1
10,1,1,0,20,6,7,6,12,6,7,6,11,1
2,0,1,1,18,0,0,0,0,0,0,0,0,0
15,0,1,0,36,6,7,6,15,6,6,6,16,1
9,1,1,0,19,5,12,3,10,5,8,4,11,1
9,0,1,1,21,11,11,11,12,9,11,9,12,1
9,0,1,0,26,5,6,0,0,5,0,0,0,0
4,1,0,0,29,9,9,3,14,7,8,1,14,0
11,0,0,0,26,8,14,8,15,6,12,6,13,0
12,0,1,0,27,7,0,0,0,8,0,0,0,0
9,1,1,0,32,7,16,3,12,8,10,3,10,0
16,0,1,1,23,6,10,4,14,6,8,5,12,0
9,0,1,0,24,5,12,2,10,5,9,4,10,0
15,0,1,1,19,6,7,6,13,6,7,6,14,1
4,0,1,0,25,6,14,5,11,6,11,4,12,0
11,0,1,0,19,6,13,5,10,6,12,3,10,0
15,0,0,0,20,4,4,0,0,4,8,0,0,0
11,0,1,0,33,9,11,9,12,7,9,7,11,1
17,1,1,0,35,5,6,5,10,5,7,5,12,0
9,0,1,0,23,5,8,4,11,5,7,4,11,1
12,0,1,0,19,7,7,7,13,8,8,8,14,1
14,0,1,0,21,6,6,5,12,6,9,5,12,0
5,0,1,1,21,6,6,6,13,6,6,6,11,1
12,0,1,0,27,8,8,7,15,8,8,7,15,0
9,1,1,0,19,5,10,4,11,5,13,2,12,0
12,0,1,0,28,7,7,7,14,8,9,8,15,0
9,0,1,0,25,5,12,3,11,5,12,4,11,0
10,0,1,0,42,6,0,0,0,6,0,0,0,0
17,0,1,0,27,5,6,4,13,5,6,4,13,1
5,0,1,0,23,6,9,4,11,6,10,0,0,0
11,0,1,1,18,6,7,6,12,6,8,6,11,1
12,0,1,0,26,8,8,7,13,8,8,7,13,1
9,0,1,0,18,5,0,0,0,5,0,0,0,0
17,1,1,0,29,5,9,3,11,5,11,2,13,0
6,0,1,0,22,6,16,0,0,6,7,0,0,0
12,0,1,0,21,7,12,4,13,7,8,6,12,0
12,0,1,1,19,8,8,7,13,8,8,7,13,1
10,0,1,1,18,6,7,6,12,6,6,6,12,1
6,0,1,1,18,5,8,3,15,5,9,3,11,0
4,1,0,0,40,6,12,5,12,6,16,3,13,0
11,1,0,0,20,6,14,3,12,6,16,0,0,0
12,0,1,0,18,8,15,5,12,8,15,5,12,0
3,0,1,0,31,12,21,12,12,10,13,7,13,1
9,0,1,1,18,5,9,4,11,5,5,5,12,1
14,0,1,0,22,6,6,6,11,6,11,4,11,0
9,1,0,0,38,5,5,0,0,5,5,0,0,0
17,0,1,0,33,5,5,0,0,5,5,0,0,0
7,0,1,1,19,5,10,5,11,5,12,3,11,0
14,0,1,0,18,6,0,0,0,6,0,0,0,0
7,0,0,1,18,5,6,5,12,5,8,4,12,0
17,0,1,0,27,6,6,6,12,5,5,5,13,1
11,0,1,0,26,6,7,6,12,6,6,6,12,1
12,0,1,1,19,7,7,7,12,8,9,8,13,1
12,0,1,0,44,7,11,5,12,7,10,5,12,0
9,0,1,0,19,5,10,5,12,5,9,5,11,1
5,0,1,0,20,6,6,0,0,6,6,0,0,0
4,1,1,0,24,6,10,6,14,6,11,6,13,0
17,0,1,0,31,14,19,13,11,14,14,13,12,1
5,0,1,0,25,6,6,6,13,6,6,6,12,1
15,1,0,0,19,6,6,0,0,6,0,0,0,0
12,0,1,0,18,7,7,7,13,8,9,8,14,0
6,0,0,0,19,6,12,5,13,6,12,3,11,0
12,0,1,1,19,7,11,4,12,7,9,5,11,0
9,0,1,0,19,5,10,1,11,5,13,0,0,0
14,0,1,0,24,6,12,2,11,6,20,2,10,0
10,0,1,0,20,6,6,6,14,6,6,6,12,1
11,0,1,0,18,6,7,6,14,6,7,6,14,1
10,0,1,1,18,6,7,6,13,6,6,6,14,1
6,0,1,0,21,5,13,3,11,5,12,2,10,0
12,1,0,0,28,7,7,0,0,7,7,0,0,0
9,0,1,1,18,5,11,4,11,5,9,5,12,0
16,1,1,0,18,6,10,5,13,6,10,4,11,0
10,0,1,1,18,6,9,6,11,6,11,5,14,1
9,0,1,1,18,5,8,5,11,5,10,5,11,1
9,0,0,1,19,5,7,3,10,5,10,3,12,0
12,0,1,1,19,7,11,6,13,8,9,8,14,1
10,1,1,1,20,6,7,5,11,6,9,6,11,1
3,0,1,0,34,11,17,9,12,7,12,7,12,1
12,0,1,0,39,7,8,5,12,7,8,5,12,0
12,0,1,0,19,8,8,8,13,8,8,8,13,1
5,0,1,0,24,6,6,6,15,6,6,2,15,1
15,0,1,0,18,6,12,0,0,6,0,0,0,0
8,0,1,0,19,5,11,2,10,5,9,0,0,0
9,0,1,1,18,5,5,5,11,5,8,3,11,1
9,1,1,0,20,5,6,5,13,5,10,5,11,0
12,1,1,0,19,7,8,7,13,8,11,8,12,1
8,0,1,0,19,6,8,4,11,6,14,2,13,0
4,0,1,0,19,6,10,6,13,6,10,4,12,0
17,0,1,0,41,5,9,4,10,5,7,2,10,0
12,0,1,0,19,7,10,6,13,8,9,8,12,1
11,0,1,0,19,6,14,3,12,6,9,4,11,0
12,0,0,0,23,7,0,0,0,8,0,0,0,0
7,0,1,0,18,5,12,5,13,5,16,5,14,0
9,0,1,0,19,5,6,5,12,5,13,5,11,1
4,0,1,0,20,6,7,6,14,6,7,6,14,1
6,1,0,0,35,5,7,2,11,5,8,2,10,0
14,0,0,0,34,6,6,0,0,6,9,0,0,0
5,1,0,1,19,6,6,6,11,6,8,6,12,1
10,1,0,0,22,6,10,5,11,6,8,5,12,1
5,0,1,0,20,6,6,6,14,6,8,6,12,1
17,0,1,0,27,2,2,2,12,5,6,2,12,0
7,1,1,0,30,5,5,0,0,5,5,0,0,0
7,0,1,0,34,5,7,0,0,5,8,1,11,0
11,0,0,0,20,6,14,2,10,6,16,0,0,0
5,0,1,0,18,6,6,6,11,6,6,6,13,1
8,0,1,1,26,5,9,0,0,5,6,0,0,0
17,0,1,0,26,5,5,5,12,5,5,5,12,1
9,0,0,0,26,5,5,2,10,5,9,0,0,0
17,1,0,0,31,5,9,0,0,5,6,0,0,0
2,0,1,1,20,12,12,12,14,11,14,11,14,1
15,0,1,0,19,6,6,6,11,6,10,3,12,1
14,1,0,0,23,5,5,0,0,5,5,0,0,0
12,0,1,1,20,7,14,1,13,7,15,0,0,0
12,0,1,0,20,7,7,7,15,10,11,9,15,1
3,0,1,0,29,6,10,0,0,5,10,0,0,0
15,0,1,1,20,6,6,6,12,6,8,4,12,1
12,0,1,0,24,7,7,6,13,7,7,6,13,1
13,0,1,0,37,7,15,0,0,7,13,0,0,0
12,0,1,0,18,7,0,0,0,8,0,0,0,0
2,1,0,1,18,0,0,0,0,0,0,0,0,0
12,0,1,0,18,8,8,7,13,8,8,7,13,1
7,1,1,0,41,7,15,5,14,6,16,6,14,0
4,0,1,0,35,6,16,4,12,6,11,3,10,0
11,0,1,0,19,5,5,0,0,6,0,0,0,0
2,0,1,0,18,0,0,0,0,0,0,0,0,1
12,0,1,0,48,7,11,4,11,7,14,3,11,0
12,0,1,0,19,7,7,6,12,7,7,6,12,1
4,0,0,0,30,9,18,6,11,8,21,4,11,0
15,1,0,0,51,4,4,0,0,4,4,0,0,0
6,0,1,0,18,6,8,6,15,6,10,5,14,1
2,0,1,0,18,0,0,0,0,0,0,0,0,1
2,0,1,0,18,0,0,0,0,0,0,0,0,1
12,0,1,1,18,8,8,8,13,8,8,8,13,1
8,0,1,0,18,5,8,4,13,5,9,0,0,0
2,0,1,0,18,0,0,0,0,0,0,0,0,0
2,0,1,0,23,17,18,17,11,17,17,17,12,1
5,0,1,0,19,6,10,2,10,6,6,3,11,0
6,0,1,0,21,6,13,4,12,6,17,2,11,0
15,1,0,0,18,6,7,5,12,6,11,4,11,0
2,0,1,0,18,0,0,0,0,0,0,0,0,1
6,0,1,0,21,11,15,10,14,9,15,8,14,1
15,1,1,0,20,6,7,6,13,6,8,6,12,1
6,0,1,0,24,11,29,9,12,10,21,9,12,1
8,0,1,0,18,6,9,6,15,6,9,6,14,1
12,0,1,0,18,7,7,6,13,7,7,6,13,1
15,0,1,0,19,6,7,6,12,6,7,6,11,1
10,0,1,1,20,6,6,6,13,6,6,6,14,1
12,0,1,0,18,7,7,7,13,8,8,8,15,1
12,0,1,0,18,8,8,7,12,8,8,7,12,1
16,0,1,0,19,6,8,5,12,6,8,5,11,0
12,0,1,0,19,7,7,6,14,7,7,6,14,1
14,0,1,0,18,6,8,5,13,6,8,5,14,1
12,0,1,0,20,8,8,8,12,8,8,8,12,1
13,0,1,0,18,7,8,7,13,8,8,8,15,1
3,1,0,0,18,6,9,3,10,6,12,0,0,0
16,0,1,0,18,6,8,5,15,6,7,5,12,1
12,0,1,0,18,7,7,6,13,7,7,6,13,1
12,0,1,1,18,7,7,6,12,7,7,6,12,1
12,0,1,0,20,7,7,7,12,8,12,8,12,1
5,0,1,1,22,6,10,5,10,6,7,5,12,1
14,1,1,0,20,6,12,5,12,6,8,5,14,0
6,0,1,0,20,6,11,5,14,6,12,2,13,0
10,0,1,0,18,6,7,6,13,6,6,6,14,1
16,0,1,0,18,6,8,5,12,6,14,3,10,0
9,0,1,0,18,5,5,5,13,5,6,4,12,1
14,1,1,1,18,6,7,1,14,6,6,0,0,0
10,0,1,0,19,8,8,8,13,6,8,5,14,1
6,0,1,1,19,5,7,5,12,5,8,5,12,1
15,0,1,1,18,6,7,6,13,6,6,6,12,1
5,0,0,1,18,6,7,5,11,6,7,5,13,0
12,0,1,1,18,7,7,7,14,8,9,8,15,1
12,0,1,0,18,7,10,7,13,8,8,8,13,1
14,0,1,0,19,6,7,6,14,6,7,6,12,1
10,0,1,0,18,6,9,5,11,6,9,4,11,1
12,0,1,1,25,8,8,8,13,8,8,8,13,1
12,0,1,1,19,7,7,6,12,8,11,7,12,1
12,0,1,0,18,7,7,7,13,8,9,8,13,1
8,0,1,0,19,6,8,6,13,6,9,4,12,1
12,0,1,0,18,7,7,6,13,7,7,6,13,1
6,0,1,0,24,6,11,5,13,6,12,1,12,0
15,0,1,0,21,6,8,5,12,6,7,5,11,1
11,0,1,1,18,6,9,6,13,6,6,6,12,1
10,0,1,0,18,6,6,6,13,6,6,6,13,1
5,0,1,1,20,6,6,6,15,6,6,6,14,1
5,0,1,0,19,6,6,6,12,6,8,5,11,1
15,0,1,1,19,6,7,6,13,6,7,6,13,0
12,0,1,0,30,7,7,7,14,8,8,8,14,1
12,0,1,0,18,8,8,8,14,8,8,8,14,1
6,0,1,0,18,5,8,4,11,5,8,3,14,1
15,0,1,1,18,6,6,6,13,6,6,6,13,1
12,0,1,0,20,7,13,6,11,8,9,7,12,1
11,0,1,0,19,6,0,0,0,6,0,0,0,0
11,0,1,0,19,6,0,0,0,6,12,0,0,0
2,0,0,0,19,0,0,0,0,0,0,0,0,0
11,0,1,1,18,6,7,6,12,6,6,6,12,1
12,0,1,0,17,8,14,5,12,8,14,5,12,0
16,0,1,0,19,7,10,6,12,7,9,6,13,1
10,0,1,0,18,6,9,5,11,6,8,2,11,0
12,0,1,0,25,8,8,7,14,8,8,7,14,1
10,0,1,0,19,6,11,5,10,6,10,6,11,0
6,1,0,0,24,9,9,8,13,9,13,6,13,0
10,1,1,1,19,6,6,6,12,6,6,6,12,1
12,0,1,1,20,8,8,0,0,8,8,0,0,0
14,0,1,1,20,6,9,5,13,6,6,5,13,1
12,0,1,1,20,7,8,7,12,8,8,8,13,1
6,0,1,0,19,5,10,4,11,5,10,3,10,1
4,0,1,0,31,12,12,11,13,12,16,12,13,1
6,0,1,0,20,5,12,3,12,5,8,3,13,1
6,0,1,0,18,5,14,3,12,5,8,5,11,0
16,1,1,0,18,6,8,4,13,6,10,3,10,0
14,0,1,0,18,6,7,6,13,6,9,5,15,1
